age,watch_hours,last_login_days,monthly_fee,number_of_profiles,avg_watch_time_per_day,engagement_score,gender_Male,gender_Other,subscription_type_Premium,subscription_type_Standard,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,device_Laptop,device_Mobile,device_TV,device_Tablet,payment_method_Crypto,payment_method_Debit Card,payment_method_Gift Card,payment_method_PayPal,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi,churned
34,28.76,11,13.99,2,2.4,20.16,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
52,1.35,7,13.99,1,0.17,-5.48,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
53,0.25,50,17.99,1,0.0,-49.75,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
68,10.27,55,17.99,4,0.18,-44.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
68,52.22,4,17.99,1,10.44,58.66,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55,7.61,37,13.99,1,0.2,-29.189999999999998,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
31,11.05,51,8.99,1,0.21,-39.739999999999995,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
30,17.22,5,13.99,1,2.87,15.09,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56,2.39,21,17.99,2,0.11,-18.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
44,14.91,47,8.99,5,0.31,-31.78,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
64,13.86,7,13.99,3,1.73,8.59,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,2.6,50,8.99,4,0.05,-47.35,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18,17.75,9,17.99,1,1.77,10.52,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
56,8.71,2,8.99,3,2.9,9.610000000000001,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,10.39,2,17.99,4,3.46,11.850000000000001,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23,18.25,30,8.99,5,0.59,-11.16,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
65,20.05,21,17.99,5,0.91,-0.03999999999999915,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
47,0.39,48,8.99,5,0.01,-47.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
36,50.98,23,17.99,4,2.12,30.099999999999994,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
54,0.56,30,17.99,2,0.02,-29.42,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
56,1.95,28,13.99,4,0.07,-25.98,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
34,70.61,38,17.99,5,1.81,34.42,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
70,8.7,46,13.99,3,0.19,-37.11,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2.17,14,8.99,3,0.14,-11.69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
57,15.75,1,8.99,3,7.88,22.63,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36,3.58,14,8.99,2,0.24,-10.18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
67,14.58,18,13.99,2,0.77,-2.6500000000000004,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66,1.42,57,13.99,3,0.02,-55.56,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
42,2.98,29,8.99,4,0.1,-25.92,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
34,0.68,42,13.99,2,0.02,-41.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
49,2.26,31,13.99,5,0.07,-28.67,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
66,6.93,47,8.99,3,0.14,-39.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
24,11.67,31,17.99,3,0.36,-18.97,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
49,5.31,39,17.99,1,0.13,-33.56,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
65,1.83,37,13.99,1,0.05,-35.12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52,2.62,43,13.99,5,0.06,-40.32,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
61,0.85,6,17.99,1,0.12,-5.03,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
50,5.02,47,13.99,3,0.1,-41.88,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
56,19.81,25,17.99,4,0.76,-4.43,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36,18.47,28,17.99,2,0.64,-8.89,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,22.52,8,13.99,5,2.5,17.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23,11.54,28,17.99,5,0.4,-16.060000000000002,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
49,38.43,6,8.99,3,5.49,37.92,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
68,2.7,35,13.99,1,0.08,-32.22,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
52,1.79,38,13.99,1,0.05,-36.16,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
37,13.86,46,13.99,3,0.29,-31.85,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
33,0.14,37,8.99,5,0.0,-36.86,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
26,19.48,35,17.99,5,0.54,-14.98,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37,4.84,25,8.99,5,0.19,-19.97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,8.7,45,17.99,4,0.19,-36.11,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
61,19.19,27,17.99,2,0.69,-7.119999999999997,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
43,0.53,22,8.99,1,0.02,-21.45,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
62,7.85,53,8.99,2,0.15,-45.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
70,42.5,46,17.99,2,0.9,-2.6000000000000014,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,6.33,49,13.99,4,0.13,-42.54,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,33.5,56,8.99,2,0.59,-21.909999999999997,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,2.55,48,8.99,2,0.05,-45.4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
39,47.79,12,17.99,1,3.68,39.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
22,26.28,48,8.99,3,0.54,-21.18,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
67,1.04,17,17.99,2,0.06,-15.9,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
42,9.91,14,13.99,1,0.66,-3.4299999999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32,16.39,27,17.99,5,0.59,-10.02,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36,32.78,51,13.99,5,0.63,-17.589999999999996,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35,1.95,52,17.99,5,0.04,-50.01,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49,5.02,26,13.99,4,0.19,-20.79,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
41,36.94,6,8.99,4,5.28,36.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48,1.3,2,8.99,4,0.43,-0.27,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
34,0.33,7,17.99,2,0.04,-6.63,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
28,5.03,59,17.99,1,0.08,-53.89,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
61,1.21,31,8.99,3,0.04,-29.75,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
23,3.51,16,17.99,5,0.21,-12.280000000000001,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,3.55,45,17.99,3,0.08,-41.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
40,7.02,44,8.99,4,0.16,-36.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
18,15.17,28,8.99,3,0.52,-12.31,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
47,17.12,22,13.99,1,0.74,-4.140000000000001,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,12.93,55,8.99,4,0.23,-41.84,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
50,7.88,43,13.99,1,0.18,-34.94,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
42,5.55,47,8.99,2,0.12,-41.33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
60,4.61,8,8.99,3,0.51,-2.88,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
46,19.74,20,8.99,1,0.94,0.6799999999999997,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
49,19.67,54,17.99,5,0.36,-33.97,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63,0.3,12,17.99,2,0.02,-11.68,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,7.73,31,8.99,4,0.24,-23.03,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
63,1.03,3,8.99,5,0.26,-1.71,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,9.93,51,13.99,4,0.19,-40.88,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
51,2.56,53,13.99,2,0.05,-50.39,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
59,2.28,38,13.99,3,0.06,-35.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
44,1.17,51,13.99,3,0.02,-49.81,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,21.84,1,17.99,1,10.92,31.759999999999998,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,10.53,33,17.99,3,0.31,-22.16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
26,8.43,45,13.99,5,0.18,-36.39,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
51,23.55,13,17.99,2,1.68,12.23,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46,41.63,46,13.99,4,0.89,-3.479999999999997,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
35,1.11,13,17.99,4,0.08,-11.81,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50,5.41,35,17.99,4,0.15,-29.439999999999998,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54,11.79,39,13.99,2,0.29,-26.92,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27,0.39,32,13.99,4,0.01,-31.6,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,0.97,9,17.99,5,0.1,-7.93,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
59,4.16,25,8.99,2,0.16,-20.68,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
37,13.91,27,17.99,5,0.5,-12.59,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
44,3.73,49,17.99,5,0.07,-45.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
28,10.91,16,13.99,4,0.64,-4.449999999999999,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,5.56,53,17.99,1,0.1,-47.34,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
58,4.04,19,17.99,4,0.2,-14.76,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0.13,48,13.99,5,0.0,-47.87,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
36,20.03,16,8.99,5,1.18,5.210000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
37,20.45,54,8.99,4,0.37,-33.18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,4.91,1,8.99,1,2.46,6.37,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23,28.75,20,13.99,2,1.37,10.120000000000001,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
35,10.43,46,8.99,4,0.22,-35.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
52,11.5,53,17.99,5,0.21,-41.29,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
50,1.49,8,13.99,4,0.17,-6.34,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,17.56,29,17.99,4,0.59,-10.850000000000001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,15.15,55,17.99,3,0.27,-39.58,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41,18.51,8,8.99,2,2.06,12.57,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56,16.89,38,8.99,2,0.43,-20.68,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
19,0.22,21,8.99,4,0.01,-20.77,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
32,11.33,42,13.99,1,0.26,-30.41,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
60,7.79,25,8.99,2,0.3,-16.91,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
52,0.12,25,8.99,4,0.0,-24.88,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
70,1.04,37,17.99,2,0.03,-35.93,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
48,16.1,20,17.99,4,0.77,-3.129999999999999,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
49,0.65,34,17.99,3,0.02,-33.33,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,0.3,21,8.99,2,0.01,-20.69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
37,16.01,11,13.99,4,1.33,6.340000000000003,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
39,33.36,37,8.99,1,0.88,-2.759999999999998,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
70,3.99,24,8.99,1,0.16,-19.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
68,17.26,10,8.99,3,1.57,8.830000000000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,4.64,7,13.99,1,0.58,-1.7800000000000002,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
49,5.0,17,17.99,1,0.28,-11.719999999999999,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18,12.42,58,17.99,3,0.21,-45.37,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
28,16.54,24,8.99,3,0.66,-6.800000000000001,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
57,0.26,28,17.99,2,0.01,-27.73,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47,17.94,19,8.99,2,0.9,-0.16000000000000014,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18,41.28,24,13.99,3,1.65,18.93,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,3.34,1,8.99,1,1.67,4.01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26,3.13,18,17.99,5,0.16,-14.71,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,3.02,21,8.99,5,0.14,-17.84,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
40,7.82,8,13.99,2,0.87,0.6899999999999995,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
50,0.82,1,8.99,5,0.41,0.22999999999999998,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
49,13.95,21,8.99,1,0.63,-6.42,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55,41.03,45,17.99,3,0.89,-3.0799999999999983,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,20.62,13,17.99,4,1.47,9.09,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
31,11.3,37,8.99,3,0.3,-25.4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
66,5.8,41,17.99,2,0.14,-35.06,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
58,24.34,31,13.99,1,0.76,-5.899999999999999,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
54,7.19,56,8.99,2,0.13,-48.68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
40,13.33,24,13.99,3,0.53,-10.14,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
56,1.65,30,17.99,4,0.05,-28.3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
34,10.55,54,13.99,5,0.19,-43.26,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
52,6.19,19,17.99,3,0.31,-12.5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
45,9.87,46,13.99,4,0.21,-35.92,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
66,92.07,58,17.99,3,1.56,35.629999999999995,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
49,2.89,16,8.99,5,0.17,-12.94,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0.23,54,13.99,5,0.0,-53.77,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
65,0.4,48,13.99,5,0.01,-47.59,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
64,11.05,12,8.99,5,0.85,-0.09999999999999964,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,25.26,7,17.99,5,3.16,21.42,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
31,14.43,9,17.99,5,1.44,6.869999999999999,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
56,10.6,55,13.99,1,0.19,-44.21,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70,2.4,12,13.99,5,0.18,-9.42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
40,7.02,18,13.99,4,0.37,-10.61,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
63,31.54,44,13.99,5,0.7,-11.759999999999998,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
56,17.44,11,13.99,1,1.45,7.890000000000001,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
64,4.74,39,8.99,3,0.12,-34.14,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18,14.18,27,13.99,2,0.51,-12.31,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
60,7.61,8,13.99,5,0.85,0.46000000000000085,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18,0.59,41,8.99,5,0.01,-40.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
32,27.72,58,13.99,3,0.47,-29.810000000000002,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,26.06,28,17.99,4,0.9,-1.0400000000000027,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
64,10.78,10,13.99,3,0.98,1.7599999999999998,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
22,8.07,36,13.99,2,0.22,-27.71,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39,5.56,47,13.99,5,0.12,-41.32,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
59,0.27,44,8.99,5,0.01,-43.72,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
68,44.63,53,13.99,5,0.83,-7.539999999999999,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38,13.61,16,13.99,5,0.8,-1.5899999999999999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22,13.24,37,17.99,5,0.35,-23.41,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
41,4.41,56,17.99,2,0.08,-51.51,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
36,12.92,14,17.99,5,0.86,-0.22000000000000064,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30,1.29,4,13.99,5,0.26,-2.45,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,2.31,29,13.99,1,0.08,-26.61,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
54,8.56,33,13.99,4,0.25,-24.189999999999998,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
18,18.75,24,13.99,5,0.75,-4.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
46,0.71,26,13.99,5,0.03,-25.26,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
38,18.9,54,13.99,4,0.34,-34.760000000000005,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
48,6.52,34,8.99,4,0.19,-27.29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
25,23.81,59,17.99,3,0.4,-34.790000000000006,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31,2.47,33,17.99,2,0.07,-30.46,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
37,7.59,5,8.99,2,1.26,3.8499999999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
57,9.88,44,8.99,3,0.22,-33.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
70,21.33,47,13.99,1,0.44,-25.23,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
